"","Title","Authors","Corporate.Authors","Editors","Book.Editors","Source.Title","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Beginning.Page","Ending.Page","Article.Number","DOI","Conference.Title","Conference.Date","Total.Citations","Average.per.Year","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X","X.1"
"1082","Guidelines for responding to clients spontaneously presenting their poetry on therapy","Furman, R; Collins, K","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2005",2005,86,"4",NA,"","","573","579","","","","",2,0.18,0,0,1,0,1,0,0,0,0,0,0,NA
"1083","Adult men's self-esteem: The relationship with the father","Dick, GL; Bronson, D","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2005",2005,86,"4",NA,"","","580","588","","","","",3,0.27,1,0,0,0,0,0,1,1,0,0,0,NA
"1084","Who heals the helper? Facilitating the social worker's grief","Strom-Gottfried, K; Mowbray, ND","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","9","15","","","","",4,0.4,0,0,0,1,0,0,1,0,2,0,0,NA
"1085","Family-centered care: Practice and preparation","Craft-Rosenberg, M; Kelley, P; Schnoll, L","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","17","25","","","","",3,0.3,0,0,0,0,0,0,0,1,0,1,1,NA
"1086","Voices of three generations: Families and the declining health of older adults","Wall, J; Spira, M","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","27","34","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1087","Older adults who overcame oppression","Cohen, HL; Greene, RR; Lee, Y; Gonzalez, J; Evans, M","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","35","42","","","","",3,0.3,0,0,0,0,0,0,0,0,1,0,2,NA
"1088","Shame resilience theory: A grounded theory study on women and shame","Brown, B","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","43","52","","","","",12,1.2,0,0,0,1,0,0,1,0,2,2,6,NA
"1089","Similarities in the characteristics and needs of women with children in homeless family and domestic violence shelters","Stainbrook, KA; Hornik, J","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","53","62","","","","",8,0.8,0,0,0,3,0,1,1,1,0,1,1,NA
"1090","Toward safety for low-income battered women: Promoting economic justice strategies","Pyles, L","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","63","70","","","","",8,0.8,0,0,0,3,0,1,0,3,1,0,0,NA
"1091","Faces of fatherhood: African American young adults view the paternal role","Peart, NA; Pungello, EP; Campbell, FA; Richey, TG","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","71","83","","","","",3,0.3,0,0,0,0,2,0,1,0,0,0,0,NA
"1092","Noncustodial fathers' involvement with their children: A right or a privilege?","Laakso, JH; Adams, S","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","85","93","","","","",3,0.3,0,0,0,0,0,1,0,1,1,0,0,NA
"1093","Can a culturally informed after-school curriculum make a difference in teen pregnancy prevention? Preliminary evidence in the case of San Antonio's Escuelitas","Mendez-Negrete, J; Saldana, LP; Vega, A","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","95","104","","","","",2,0.2,0,0,0,0,0,1,1,0,0,0,0,NA
"1094","Teenage mothers in parenting programs: Exploring welfare outcomes during early transition to parenthood","Sangalang, BB","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","105","111","","","","",2,0.2,0,0,0,0,0,0,0,2,0,0,0,NA
"1095","The poetry of making waves and finding meaning with adolescents","Malekoff, A","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","112","114","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1096","The quiet remedy: A dialogue on reshaping professional relationships","Maidment, J","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","115","121","","","","",8,0.8,0,0,0,0,0,3,1,2,0,2,0,NA
"1097","The impact of sexual abuse as portrayed by Israeli social workers through the victim impact statement","Leichtentritt, RD; Arad, BD","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","123","132","","","","",1,0.1,0,0,0,0,0,0,0,0,0,1,0,NA
"1098","Assessing the perceptions of program providers for serving children with genetic disorders and their families","Selber, K; Hernandez, VR; Tijerina, M; Heyman, C; Sallee, C","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","133","139","","","","",1,0.1,0,0,0,1,0,0,0,0,0,0,0,NA
"1099","The impact of recruitment-generated bias on qualitative research interviews with foster children","Bogolub, EB","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2006",2006,87,"1",NA,"","","140","143","","","","",4,0.4,0,0,0,2,1,0,0,1,0,0,0,NA
"1100","Pregnant with possibility: The paradoxes of help as anti-oppression and discipline with a young single mother","Weinberg, M","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","161","169","","","","",3,0.3,0,0,0,1,1,0,0,0,1,0,0,NA
"1101","Revisiting unplanned termination: Clinicians' perceptions of termination from adolescent mental health treatment","Mirabito, DM","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","171","180","","","","",1,0.1,0,0,0,0,0,0,0,0,0,0,1,NA
"1102","Cognitive and environmental interventions for gay males: Addressing stigma and its consequences","LaSala, MC","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","181","189","","","","",6,0.6,0,0,0,2,1,1,1,0,0,0,1,NA
"1103","Nontraditional and unorthodox interventions in social work: Ethical and legal implications","Reamer, FG","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","191","197","","","","",5,0.5,0,0,0,0,0,3,0,1,0,0,1,NA
"1104","Narrative and culturally based approaches in practice with families","Freeman, EM; Couchonnal, G","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","198","208","","","","",4,0.4,0,0,0,0,0,0,2,2,0,0,0,NA
"1105","The epistemology of cultural competence","Williams, CC","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","209","220","","","","",22,2.2,0,0,0,0,4,7,1,0,7,2,1,NA
"1106","A multilevel approach to cultural competence: A study of the community response to underserved domestic violence victims","Pyles, L; Kim, KM","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","221","229","","","","",7,0.7,0,0,1,0,0,2,1,0,1,2,0,NA
"1107","Hmong immigrants' perceptions of family secrets and recipients of disclosure","Xiong, ZB; Tuicomepee, A; LaBlanc, L; Rainey, J","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","231","239","","","","",4,0.4,0,0,0,0,1,0,0,0,2,1,0,NA
"1108","Therapist self-disclosure from a gay male perspective","Satterly, BA","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","240","247","","","","",5,0.5,0,0,0,1,0,2,0,0,0,2,0,NA
"1109","Factors associated with perceived parenting competence among special needs adoptive mothers","Eanes, AY; Fletcher, AC","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","249","258","","","","",2,0.2,0,0,1,0,0,1,0,0,0,0,0,NA
"1110","Exploring fathering roles in low-income families: The influence of intergenerational transmission","Shears, J; Summers, JA; Boller, K; Barclay-McLaughlin, G","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","259","268","","","","",5,0.5,0,0,0,0,1,1,0,0,1,1,1,NA
"1111","A pilot study on children with limitations in self-care, mobility, and social functions: Effects on family strengths","Pirila, S; van der Meere, J; Seppanen, RL; Korpela, R; Nieminen, P","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","269","276","","","","",1,0.1,0,0,0,0,0,0,0,1,0,0,0,NA
"1112","Valued characteristics of children in a changing social environment","Rosato, NS; Schmitz, ME","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","277","284","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1113","Lessons learned from African American women about participation in a family-based HIV prevention program","Pinto, RM; McKay, MM","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","285","292","","","","",7,0.7,0,0,1,0,1,1,1,0,2,0,1,NA
"1114","General family image in intercultural transition: Soviet immigrant families in Israel","Moin, V; Sharlin, SA","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","APR-JUN 2006",2006,87,"2",NA,"","","293","300","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1115","Implementing-welfare-to-work services: A study of staff decision-making","Johnson, Michelle A.; Chow, Julian Chun-Chung; Ketch, Virginia; Austin, Michael J.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","317","325","","","","",1,0.1,0,0,0,1,0,0,0,0,0,0,0,NA
"1116","Welfare workers' responses to domestic violence cases: The effects of training and worker characteristics","Saunders, Daniel G.; Holter, Mark C.; Pahl, Lisa C.; Tolman, Richard M.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","329","338","","","","",3,0.3,0,0,0,0,0,0,1,0,1,1,0,NA
"1117","Identifying children with developmental disabilities receiving child protection services: A national survey of child welfare administrators","Shannon, Patrick; Agorastou, Maria","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","351","357","","","","",9,0.9,0,0,0,0,1,0,4,3,1,0,0,NA
"1118","Challenges for formerly incarcerated women: A holistic approach to assessment","O'Brien, Patricia; Young, Diane S.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","359","366","","","","",2,0.2,0,1,0,1,0,0,0,0,0,0,0,NA
"1119","A cultural perspective on emotions and behavior: An empathic pathway to examine intergenerational conflicts in Chinese immigrant families","Chung, Irene W.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","367","376","","","","",3,0.3,0,0,0,0,1,0,0,2,0,0,0,NA
"1120","Consumer perceptions of family resource center service delivery strategies","O'Donnell, Julie; Giovannoni, Jeanne M.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","377","384","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1121","Factors associated with interest in working with the poor","Weiss, Idit","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","385","394","","","","",4,0.4,0,0,0,0,2,0,0,0,0,1,1,NA
"1122","Social work in political conflict","Baum, Nehami","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","395","400","","","","",4,0.4,0,0,1,0,0,0,1,1,0,0,1,NA
"1123","Supportive group therapy for parents who chronically neglect their children","Marziali, Elsa; Damianakis, Thecla; Smith, David; Trocme, Nico","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","401","408","","","","",1,0.1,0,0,0,0,0,1,0,0,0,0,0,NA
"1124","Surviving incest: The art of resistance","Anderson, Kim M.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","409","416","","","","",2,0.2,0,0,0,0,1,0,1,0,0,0,0,NA
"1125","Caring for our elders: A contemporary conundrum for working people","Swanberg, Jennifer E.; Kanatzar, Terri; Mendiondo, Marta; McCoskey, Margaret","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","417","426","","","","",2,0.2,0,0,0,0,2,0,0,0,0,0,0,NA
"1126","Caregiving systems at the end of life: How informal caregivers and formal providers collaborate","Waldrop, Deborah P.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","427","437","","","","",8,0.8,0,0,0,0,1,2,2,1,2,0,0,NA
"1127","Predicting functional improvement over time in a system of care","Anderson, Jeffrey A.; Effland, Vicki Sprague; Kooreman, Harold; Wright, Eric R.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","438","446","","","","",3,0.3,0,0,0,1,0,1,0,0,1,0,0,NA
"1128","Parents' influence on youths' civic behaviors: The civic context of the caregiving environment","Kelly, Diann Cameron","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JUL-SEP 2006",2006,87,"3",NA,"","","447","455","","","","",7,0.7,0,0,0,0,2,2,0,1,1,0,1,NA
"1129","Treatment family foster care: Its history and current role in the foster care continuum","Dore, Martha Morrison; Mullin, Deborah","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","475","482","","","","",1,0.1,0,0,0,0,0,1,0,0,0,0,0,NA
"1130","Foster Parent Associations: Advocacy, support, and empowerment","Pasztor, Eileen Mayers; McFadden, Emily Jean","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","483","490","","","","",4,0.4,0,0,0,0,1,2,0,0,1,0,0,NA
"1131","Family foster care: Cross-national research perspectives","Maluccio, Anthony N.; Canali, Cinzia; Vecchiato, Tiziano","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","491","495","","","","",5,0.5,0,0,0,0,1,0,0,1,1,2,0,NA
"1132","Building secure relationships: Attachment in kin and unrelated foster caregiver-infant relationships","Cole, Susan A.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","497","508","","","","",8,0.8,0,0,0,0,2,2,2,0,1,1,0,NA
"1133","The real work is what they do together : Peer support and birth parent change","Frame, Laura; Conley, Amy; Berrick, Jill Duerr","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","509","520","","","","",9,0.9,0,0,0,0,2,0,3,0,2,0,2,NA
"1134","Placement stability: Enhancing quality of life for children with developmental disabilities","Schormans, Ann Fudge; Coniega, Marose; Renwick, Rebecca","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","521","528","","","","",4,0.4,0,0,0,0,1,0,1,0,0,0,2,NA
"1135","Recruiting Hispanic foster parents: Issues of culture, language, and social policy","Capello, Doris Correa","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","529","535","","","","",6,0.6,0,0,0,0,2,0,1,2,0,0,1,NA
"1136","Keeping them home: Aboriginal out-of-home care in Australia","Valentine, Bruce; Gray, Mel","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","537","545","","","","",4,0.4,0,0,0,0,1,1,1,0,1,0,0,NA
"1137","Challenges of grandparent custody of children at risk in New Zealand","Worrall, Jill","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","546","554","","","","",4,0.4,0,0,0,0,1,0,1,1,1,0,0,NA
"1138","Care of orphans: Fostering interventions for children whose parents die of AIDS in Ghana","Ansah-Koi, Alice A.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","555","564","","","","",6,0.6,0,0,0,0,0,1,0,1,0,2,2,NA
"1139","The looking after children assessment process: Promoting resilient children and resilient workers","Kufeldt, Kathleen; McGilligan, Lucy; Klein, Ross; Rideout, Scott","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","565","574","","","","",2,0.2,0,0,0,1,0,0,0,0,1,0,0,NA
"1140","Uncovering stories of family resilience: A mixed methods study of resilient families, Part 1","Lietz, Cynthia A.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","575","582","","","","",10,1,0,0,2,0,1,0,3,0,3,1,0,NA
"1141","The benefits of consumer-directed services for caregivers of persons with Alzheimer's disease","Masters, Julie L.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","583","589","","","","",1,0.1,0,0,0,0,0,0,0,0,0,0,1,NA
"1142","Early-stage cognitive impairment: A social work practice and research agenda","Adams, Kathryn Betts; McClendon, McKee J.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","590","600","","","","",5,0.5,0,0,0,0,0,3,0,0,1,1,0,NA
"1143","Informing best practices for children in psychiatric crises: Perspectives and insights from families","Walter, Uta M.; Petr, Christopher G.; Davis, Sharah","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","OCT-DEC 2006",2006,87,"4",NA,"","","612","620","","","","",3,0.3,0,0,0,0,0,0,1,0,1,0,1,NA
"1144","Ethical issues in open adoption: Implications for practice","Reamer, Frederic G.; Siegel, Deborah H.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2007",2007,88,"1",NA,"","","11","18","","10.1606/1044-3894.3587","","",3,0.33,0,0,0,1,0,0,2,0,0,0,0,NA
"1145","Finding homes for their dreams: Strategies founders and program initiators use to position and sustain faith-based programs","Netting, F. Ellen; O'Connor, Mary Katherine; Singletary, Jon","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2007",2007,88,"1",NA,"","","19","29","","10.1606/1044-3894.3588","","",1,0.11,0,0,0,1,0,0,0,0,0,0,0,NA
"1146","Co-CEOs: A new leadership paradigm for social service agencies","Fischbach, Linda Mercuri; Smerz, Carol; Findlay, Ginni; Williams, Crystal; Cox, Amy","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2007",2007,88,"1",NA,"","","30","34","","10.1606/1044-3894.3589","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"1147","Training, co-training, and cross-training of domestic violence and child welfare agencies","Nuszkowski, Melanie A.; Coben, Jeffrey H.; Kelleher, Kelly J.; Goldcamp, Jennifer C.; Hazen, Andrea L.; Connelly, Cynthia D.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2007",2007,88,"1",NA,"","","35","41","","10.1606/1044-3894.3590","","",1,0.11,0,0,0,0,0,0,0,0,0,1,0,NA
"1148","Domestic violence continuum, forensic assessment and crisis intervention","Roberts, Albert R.","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2007",2007,88,"1",NA,"","","42","54","","10.1606/1044-3894.3591","","",4,0.44,0,0,0,0,1,0,0,0,1,1,1,NA
"1149","Hearing indigenous voices in mainstream social work","Gray, Mel; Coates, John; Hetherington, Tiani","",NA,NA,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES","JAN-MAR 2007",2007,88,"1",NA,"","","55","66","","10.1606/1044-3894.3592","","",7,0.78,0,0,0,1,0,1,2,1,2,0,0,NA
